prodcode	dmdcode	therapyevents	gemscriptcode	productname	drugsubstancename	substancestrength	formulation	routeofadministration	bnfcode	bnfheader	databasebuild
9413	74305001000027108	2900	57503020	Estradiol valerate and (estradiol valerate with norethisterone) 1mg with (1mg with 1mg) tablets	Estradiol Valerate/Norethisterone	1mg + (1mg + 1mg)	Tablets	Oral	06040101	Oestrogens And HRT	February 2009
79535	37542811000001100	2	89207021	Mercilon 150microgram/20microgram tablets (Mawdsley-Brooks & Company Ltd)	Desogestrel/Ethinylestradiol	150microgram + 20microgram	Tablet	Oral	06040103/07030150	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Low Strength (Oral)	January 2020
11377	51111000001104	456	84701020	Soltamox 10mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)	Tamoxifen citrate	2mg/1ml	Oral solution	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	February 2009
18530	169185001000027107	665	70657020	Estradiol valerate and (estradiol valerate with norgestrel) 2mg with (2mg with 500micrograms) tablets	Estradiol Valerate/Norgestrel	2mg + (2mg + 500micrograms)	Tablets	Oral	06040101	Oestrogens And HRT	February 2009
32248	214545001000027102	203	80768020	Piperazine oestrone sulphate 1.5mg with medroxyprogesterone 10mg tablet	Medroxyprogesterone Acetate/Estropipate	1.5mg + 10mg	Tablets	Oral	06040101	Oestrogens And HRT	February 2009
74583	3404711000001106	0	12102020	Generic Climagest 2mg tablets			Not applicable	Route of administration not applicable	06040101	Oestrogens And HRT	February 2019
64995	16151211000001103	0	06835020	Climesse tablets (Lexon (UK) Ltd)	Estradiol valerate/Norethisterone	2mg + 700microgram	Tablet	Oral	06040101	Oestrogens And HRT	December 2015
57922	13943611000001109	4	09710020	Ovestin 1mg cream (DE Pharmaceuticals)	Estriol	1mg/1gram	Cream	Vaginal	06040105/07020150	HRT Product - In Drug Tariff List (In House Use Only)/Oestrogens, Topical	December 2013
65810	14232911000001105	0	12922020	Femoston 2/10mg tablets (Sigma Pharmaceuticals Plc)			Not applicable	Route of administration not applicable	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	March 2016
3693	3047311000001102	9698	57318020	Triadene tablets (Bayer Plc)			Not applicable	Route of administration not applicable	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
2553	221011000001108	81968	58138020	Norgeston 30microgram tablets (Bayer Plc)	Levonorgestrel	30microgram	Tablet	Oral	06040103/07030201	Progestogen Products Doubling (In House Use)/Oral Progestogen-Only Contraceptives	February 2009
83917	21188111000001105	2	44950020	Prontogest 100mg/1ml solution for injection vials (Imported (Italy))	Progesterone	100mg/1ml	Solution for injection	Intramuscular	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	May 2021
36829	11753211000001109	5332	93808020	Katya 30/75 tablets (Kent Pharma (UK) Ltd)	Ethinylestradiol/Gestodene	30microgram + 75microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
7856	63635001000027107	160	55981020	Ethinylestradiol 20micrograms Tablet	Ethinylestradiol	20micrograms	Tablet	Oral	06040101/08030100	Oestrogens And HRT/Oestrogens (In Malignant Disease)	February 2009
88011	41092311000001104	3	03593022	Drovelis 3mg/14.2mg tablets (Gedeon Richter (UK) Ltd)	Drospirenone/Estetrol monohydrate	3mg + 14.2mg	Tablet	Oral	06040103/07030150	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Low Strength (Oral)	May 2023
64580	18483411000001100	3	06830020	Elleste Duet Conti tablets (Mawdsley-Brooks & Company Ltd)	Estradiol/Norethisterone acetate	2mg + 1mg	Tablet	Oral	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	October 2015
12953	3369311000001103	2410	82849020	Estradiol 1mg / Dydrogesterone 5mg tablets	Dydrogesterone/Estradiol	5mg + 1mg	Tablet	Oral	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
3553	3349811000001104	104506	79437020	Femoston 2/10mg tablets (Viatris UK Healthcare Ltd)			Not applicable	Route of administration not applicable	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
74128	17505511000001104	0	14337020	FemSeven Sequi patches (Mawdsley-Brooks & Company Ltd)			Not applicable	Route of administration not applicable	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	December 2018
6236	458211000001107	4953	79346020	Duphaston HRT 10mg tablets (Abbott Healthcare Products Ltd)	Dydrogesterone	10mg	Tablet	Oral	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	February 2009
74212	29802211000001102	0	52334021	Desogestrel 75microgram tablets (Sigma Pharmaceuticals Plc)	Desogestrel	75microgram	Tablet	Oral	06040103/07030201	Progestogen Products Doubling (In House Use)/Oral Progestogen-Only Contraceptives	January 2019
24917	325655005	1099	84804020	Estradiol valerate 2mg / Norethisterone 700microgram tablets	Estradiol valerate/Norethisterone	2mg + 700microgram	Tablet	Oral	06040101	Oestrogens And HRT	February 2009
6486	204885001000027109	197	77611020	Gestone 50mg/ml Injection (Nordic Pharma Ltd)	Progesterone	50mg/ml	Injection	Intramuscular Deep Injection Gluteal Muscle	06040102	Progestogens And Progesterone Receptor Modulators	February 2009
14569	169215001000027108	1018	70660020	Estradiol and (estradiol with norethisterone) and (estradiol) 2mg with (2mg with 1mg) tablets	Estradiol Hemihydrate/Norethisterone Acetate	2mg + (2mg + 1mg) + (1mg)	Tablets	Oral	06040101	Oestrogens And HRT	February 2009
79391	519011000001109	12	53479020	Tamoxifen 40mg tablets (Teva UK Ltd)	Tamoxifen citrate	40mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	December 2019
65312	30195711000001107	3153	53909021	Eloine 0.02mg/3mg tablets (Bayer Plc)	Drospirenone/Ethinylestradiol	3mg + 20microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	January 2016
18167	209865001000027107	450	79241020	Estradiol valerate and (estradiol valerate with medroxyprogesterone acetate) with placebo 2mg with (2mg with 20mg) with 7 placebo tablets	Estradiol Valerate/Medroxyprogesterone Acetate	2mg + (2mg + 20mg) + 7 placebo	Tablets	Oral	06040101	Oestrogens And HRT	February 2009
67240	17513811000001102	961	06802020	Livial 2.5mg tablets (Mawdsley-Brooks & Company Ltd)	Tibolone	2.5mg	Tablet	Oral	06040101	Oestrogens And HRT	August 2016
6622	2838411000001101	61564	56939020	Zumenon 2mg tablets (Viatris UK Healthcare Ltd)	Estradiol	2mg	Tablet	Oral	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
3423	325556004	138654	61596020	Conjugated oestrogens 625microgram tablets	Conjugated oestrogens	625microgram	Tablet	Oral	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
80755	37403011000001104	0	87806021	Mirena 20micrograms/24hours intrauterine device (CST Pharma Ltd)	Levonorgestrel	20microgram/24hour	Intrauterine device	Intrauterine	06040103/06040105/07030203	Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)/Intra-Uterine Progestogen-Only Device	May 2020
980	45511000001109	107366	49131020	Duphaston 10mg tablets (Abbott Healthcare Products Ltd)	Dydrogesterone	10mg	Tablet	Oral	06040103	Progestogen Products Doubling (In House Use)	February 2009
41	42111000001107	6482365	58098020	Microgynon 30 tablets (Bayer Plc)	Ethinylestradiol/Levonorgestrel	30microgram + 150microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
44046	17346711000001106	1088902	98645020	Rigevidon tablets (Gedeon Richter (UK) Ltd)	Ethinylestradiol/Levonorgestrel	30microgram + 150microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	December 2010
82445	21280711000001106	0	45220020	Femoston 2/10mg tablets (Waymade Healthcare Plc)			Not applicable	Route of administration not applicable	06040101	Oestrogens And HRT	January 2021
59701	14079511000001104	713	07523020	Megestrol 40mg tablets (Part VIIID Drug Tariff Special Order)	Megestrol acetate	40mg	Tablet	Oral	06040103/08030200	Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	April 2014
35075	36041411000001109	282506	92321020	Medroxyprogesterone 150mg/1ml suspension for injection pre-filled syringes	Medroxyprogesterone acetate	150mg/1ml	Suspension for injection	Intramuscular	06040103/07030202	Progestogen Products Doubling (In House Use)/Parenteral Progestogen-Only Contraceptives	February 2009
5862	3831411000001104	16948	55205020	Norinyl-1 tablets (Pfizer Ltd)	Norethisterone/Mestranol	1mg + 50microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
2208	3449411000001106	192270	58041020	Trisequens tablets (Novo Nordisk Ltd)			Not applicable	Route of administration not applicable	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
4956	325545004	75606	61004020	Estradiol 1mg tablets	Estradiol	1mg	Tablet	Oral	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
77452	5291711000001100	124	06713020	Estraderm TTS 50 patches (Dowelhurst Ltd)	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	August 2019
10096	9045711000001106	23340	88760020	Estradot 100micrograms/24hours patches (Novartis Pharmaceuticals UK Ltd)	Estradiol	100microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
339	679511000001100	516823	80077020	Premique 0.625mg/5mg tablets (Pfizer Ltd)	Medroxyprogesterone acetate/Conjugated oestrogens	5mg + 625microgram	Tablet	Oral	06040101/06040103/06060000	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/Products Affecting Bone Metabolism	February 2009
50847	35914711000001101	1616	07550020	Tamoxifen 10mg/5ml oral solution sugar free	Tamoxifen citrate	2mg/1ml	Oral solution	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	January 2013
71740	34104511000001102	6	75136021	Leandra 30microgram/150microgram tablets (Genesis Pharmaceuticals Ltd)	Ethinylestradiol/Levonorgestrel	30microgram + 150microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	April 2018
4909	2837211000001104	205441	80546020	Elleste Solo 2mg tablets (Viatris UK Healthcare Ltd)	Estradiol	2mg	Tablet	Oral	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
72216	4436711000001109	0	14043020	Generic Synphase tablets			Not applicable	Route of administration not applicable	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	May 2018
1922	100025001000027102	93065	61012020	Hormonin Tablet (Shire Pharmaceuticals Ltd)	Estradiol/Estriol/Estrone		Tablet	Oral	06040101	Oestrogens And HRT	February 2009
26227	146011000001102	562	69491020	Emblon 10mg tablets (Teva UK Ltd)	Tamoxifen citrate	10mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	February 2009
1348	167411000001104	485354	55281020	Noriday 350microgram tablets (Pfizer Ltd)	Norethisterone	350microgram	Tablet	Oral	06040103/07030201	Progestogen Products Doubling (In House Use)/Oral Progestogen-Only Contraceptives	February 2009
2115	3038811000001109	355858	83754020	Kliovance tablets (Novo Nordisk Ltd)	Norethisterone acetate/Estradiol	500microgram + 1mg	Tablet	Oral	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
49985	21259311000001109	29155	45388020	Femoston-conti 0.5mg/2.5mg tablets (Viatris UK Healthcare Ltd)	Estradiol/Dydrogesterone	500microgram + 2.5mg	Tablet	Oral	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	January 2013
34010	394211000001101	113	50664020	Tamoxifen 10mg tablets (Wockhardt UK Ltd)	Tamoxifen citrate	10mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	February 2009
4721	160025001000027107	2814	69399020	Estradiol 75micrograms/24hr twice weekly patch	Estradiol	75micrograms/24 hours(4.8mg/unit)	Twice Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
82431	17623911000001107	0	10828020	Premique 0.625mg/5mg tablets (Necessity Supplies Ltd)	Medroxyprogesterone acetate/Conjugated oestrogens	5mg + 625microgram	Tablet	Oral	06040101/06040103/06060000	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/Products Affecting Bone Metabolism	January 2021
85101	15852711000001107	65	98587020	Megestrol 50mg capsules	Megestrol acetate	50mg	Capsule	Oral	06040103/08030200	Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	December 2021
66434	3542611000001107	102	12914020	Generic Evorel Sequi transdermal patches			Not applicable	Route of administration not applicable	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	June 2016
78959	37501511000001100	524	89124021	Estriol 30microgram pessaries	Estriol	30microgram	Pessary	Vaginal	06040105/07020150	HRT Product - In Drug Tariff List (In House Use Only)/Oestrogens, Topical	December 2019
77266	3878711000001102	1	54178020	Estradiol 25mg implant (Organon Pharma (UK) Ltd)	Estradiol	25mg	Implant	Subcutaneous	06040101	Oestrogens And HRT	July 2019
73998	5362611000001109	31	07069020	Evista 60mg tablets (Waymade Healthcare Plc)	Raloxifene hydrochloride	60mg	Tablet	Oral	06040101/06040104	Oestrogens And HRT/Selective Estrogen Receptor Modulators (Serms)	December 2018
22372	3948011000001105	138	79635020	Estradiol 80micrograms/24hours transdermal patches and Dydrogesterone 10mg tablets			Not applicable	Route of administration not applicable	06040101	Oestrogens And HRT	February 2009
72106	35058811000001104	1665	79635021	Kyleena 19.5mg intrauterine device (Bayer Plc)	Levonorgestrel	19.5mg	Intrauterine device	Intrauterine	06040103/07030203	Progestogen Products Doubling (In House Use)/Intra-Uterine Progestogen-Only Device	May 2018
2856	403611000001106	85548	55188020	Norimin 1mg/35microgram tablets (Pfizer Ltd)	Norethisterone/Ethinylestradiol	1mg + 35microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
69805	21187911000001107	1	44949020	Progesterone 100mg/1ml solution for injection vials	Progesterone	100mg/1ml	Solution for injection	Intramuscular	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	June 2017
77657	5370711000001109	48	06716020	Evorel 50 patches (Waymade Healthcare Plc)	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	August 2019
11214	325603009	6362	64345020	Medroxyprogesterone 2.5mg tablets	Medroxyprogesterone acetate	2.5mg	Tablet	Oral	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	February 2009
71551	16175811000001102	2	06724020	FemSeven 50 patches (Lexon (UK) Ltd)	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	January 2018
1183	3215411000001100	162882	57072020	Estracombi TTS patches (Novartis Pharmaceuticals UK Ltd)			Not applicable	Route of administration not applicable	06040101	Oestrogens And HRT	February 2009
33162	220815001000027106	3	82705020	Phyto progesterone 1.5% cream	Progesterone	1.5%	Cream	Topical	06040101/52010000	Oestrogens And HRT/Herbal Remedy	February 2009
54800	21706911000001101	1590	46832020	Desorex 75microgram tablets (Somex Pharma)	Desogestrel	75microgram	Tablet	Oral	06040103/07030201	Progestogen Products Doubling (In House Use)/Oral Progestogen-Only Contraceptives	April 2013
8482	377414004	1594	55613020	Ethinylestradiol 35microgram / Norethisterone 1mg tablets	Norethisterone/Ethinylestradiol	1mg + 35microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
35492	4228211000001102	374	92285020	Gestone 100mg/2ml solution for injection ampoules (Nordic Pharma Ltd)	Progesterone	50mg/1ml	Solution for injection	Intramuscular	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	February 2009
74265	23475001000027103	55	50953020	Ovestin 250microgram Tablet (Organon Laboratories Ltd)	Estriol	250microgram	Tablet		06040101	Oestrogens And HRT	January 2019
11672	217945001000027103	1457	81861020	Estradiol 25micrograms/24hr twice weekly patch	Estradiol	25micrograms/24 hours (0.75mg/unit)	Twice Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
59503	23649211000001107	59789	21453021	Lucette 0.03mg/3mg tablets (Gedeon Richter (UK) Ltd)	Drospirenone/Ethinylestradiol	3mg + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	April 2014
76528	18296411000001108	1	06789020	Premarin 0.625mg tablets (Mawdsley-Brooks & Company Ltd)	Conjugated oestrogens	625microgram	Tablet	Oral	06040101	Oestrogens And HRT	May 2019
41598	855711000001100	1	57131020	Tamoxifen 10mg tablets (Actavis UK Ltd)	Tamoxifen citrate	10mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	March 2010
63068	23948411000001104	60	22961021	Lubion 25mg/1.119ml solution for injection vials (IBSA Pharma Ltd)	Progesterone	22.35mg/1ml	Solution for injection	Subcutaneous/Intramuscular	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	May 2015
9235	129885001000027105	6463	65145020	Norgestrel and conjugated oestrogens (equine) 150micrograms + 1.25mg Tablet	Norgestrel/Conjugated Oestrogens	150micrograms + 1.25mg	Tablet	Oral	06040101	Oestrogens And HRT	February 2009
17293	214535001000027103	508	80766020	Improvera 1.5mg+10mg Tablet (Pharmacia Ltd)	Medroxyprogesterone Acetate/Estropipate	1.5mg+10mg	Tablet	Oral	06040101	Oestrogens And HRT	February 2009
9976	70405001000027100	1657	56953020	Estradiol with (estradiol with norethisterone acetate) 50mcg/24 hr with (50mcg+250mcg/24 hr) twice weekly patch	Estradiol/Norethisterone Acetate	50mcg/24 hr + (50mcg+250mcg/24 hr)	Twice Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
6235	17074011000001104	919	82630020	Pro-Juven 3% cream (Imported (United States))	Progesterone	30mg/1gram	Cream	Transdermal	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	February 2009
74885	18578711000001104	1	11365020	Femoston-conti 1mg/5mg tablets (DE Pharmaceuticals)	Dydrogesterone/Estradiol	5mg + 1mg	Tablet	Oral	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2019
51482	3546811000001107	4110	12990020	Generic Microgynon 30 ED tablets			Not applicable	Route of administration not applicable	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	January 2013
4977	2911111000001100	29257	83257020	Estraderm MX 75 patches (Norgine Pharmaceuticals Ltd)	Estradiol	75microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
6793	36065111000001109	3368	74767020	Estradiol 40micrograms/24hours transdermal patches	Estradiol	40microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	February 2009
8761	327283000	4237	69525020	Medroxyprogesterone 400mg tablets	Medroxyprogesterone acetate	400mg	Tablet	Oral	06040103/08030200	Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	February 2009
70179	28006411000001100	1	40684021	Alenini 150microgram/20microgram tablets (Actavis UK Ltd)	Desogestrel/Ethinylestradiol	150microgram + 20microgram	Tablet	Oral	06040103/07030150	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Low Strength (Oral)	September 2017
11511	210465001000027100	1005	79441020	Estradiol and (estradiol with dydrogesterone) 2mg with (2mg with 10 mg) tablets	Dydrogesterone/Estradiol Hemihydrate	2mg + (2mg + 10 mg)	Tablets	Oral	06040101	Oestrogens And HRT	February 2009
28230	10277411000001100	1031	90713020	Clinorette tablets (ReSource Medical UK Ltd)			Not applicable	Route of administration not applicable	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
56468	5271111000001107	777	06804020	Oestrogel Pump-Pack 0.06% gel (Waymade Healthcare Plc)	Estradiol	600microgram/1gram	Gel	Transdermal	06040101	Oestrogens And HRT	August 2013
56103	22263411000001107	689704	14831021	Cerelle 75microgram tablets (Gedeon Richter (UK) Ltd)	Desogestrel	75microgram	Tablet	Oral	06040103/07030201	Progestogen Products Doubling (In House Use)/Oral Progestogen-Only Contraceptives	August 2013
63725	27979911000001107	2338	40745021	Dretine 0.03mg/3mg tablets (Theramex HQ UK Ltd)	Drospirenone/Ethinylestradiol	3mg + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	July 2015
62968	24677511000001100	1852	27015021	Maexeni 150microgram/30microgram tablets (Lupin Healthcare (UK) Ltd)	Ethinylestradiol/Levonorgestrel	30microgram + 150microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	April 2015
34513	297111000001109	316	60635020	Tamoxifen 20mg tablets (Viatris UK Healthcare Ltd)	Tamoxifen citrate	20mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	February 2009
7292	414606006	77897	88384020	Levonorgestrel 1.5mg tablets	Levonorgestrel	1.5mg	Tablet	Oral	06040103/07030550	Progestogen Products Doubling (In House Use)/Hormonal Methods	February 2009
82352	18204011000001106	0	12118020	Vagifem 25microgram vaginal tablets (Necessity Supplies Ltd)	Estradiol	25microgram	Pessary	Vaginal	06040101	Oestrogens And HRT	January 2021
44494	18093811000001105	522888	99029020	Vagifem 10microgram vaginal tablets (Novo Nordisk Ltd)	Estradiol	10microgram	Pessary	Vaginal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2011
77010	17503911000001105	12	14228020	Evra transdermal patches (Mawdsley-Brooks & Company Ltd)	Norelgestromin/Ethinylestradiol	203microgram/24hour + 33.9microgram/24hour	Transdermal patch	Transdermal	06040103/07030101	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Transdermal)	July 2019
76961	10506011000001105	9	28359020	Premarin 25mg powder and solvent for solution for injection vials (Imported (Switzerland))	Conjugated oestrogens	25mg	Powder and solvent for solution for injection	Intravenous/Intramuscular	06040101	Oestrogens And HRT	July 2019
4848	190711000001107	9699	64375020	Megace 40mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)	Megestrol acetate	40mg	Tablet	Oral	06040103/08030200	Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	February 2009
78409	32749511000001106	10	69431021	Megestrol 20mg capsules	Megestrol acetate	20mg	Capsule	Oral	06040103/08030200	Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	November 2019
57590	5310011000001102	29	06715020	Progynova TS 50 patches (Dowelhurst Ltd)	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	October 2013
10816	52795001000027102	904	54631020	Gestone 50mg/ml Injection (Ferring Pharmaceuticals Ltd)	Progesterone	50mg/ml	Injection	Intramuscular Deep Injection Gluteal Muscle	06040102	Progestogens And Progesterone Receptor Modulators	February 2009
9448	39708911000001106	4244	66263020	Progesterone 200mg pessaries	Progesterone	200mg	Pessary	Vaginal/Rectal	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	February 2009
774	546511000001102	574717	51240020	Premarin 1.25mg tablets (Pfizer Ltd)	Conjugated oestrogens	1.25mg	Tablet	Oral	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
78907	37499911000001104	463	89125021	Imvaggis 0.03mg pessaries (Besins Healthcare (UK) Ltd)	Estriol	30microgram	Pessary	Vaginal	06040105/07020150	HRT Product - In Drug Tariff List (In House Use Only)/Oestrogens, Topical	November 2019
56483	3557311000001103	338	13259020	Generic Tri-Minulet tablets			Not applicable	Route of administration not applicable	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	August 2013
88251	27993411000001108	1	40771021	Estriol 0.01% cream with applicator (Alliance Healthcare (Distribution) Ltd)			Not applicable	Route of administration not applicable	06040105/07020150	HRT Product - In Drug Tariff List (In House Use Only)/Oestrogens, Topical	June 2023
66047	29664111000001108	427	49083021	Levosert 20micrograms/24hours intrauterine device (Gedeon Richter (UK) Ltd)	Levonorgestrel	20microgram/24hour	Intrauterine device	Intrauterine	06040103/07030203	Progestogen Products Doubling (In House Use)/Intra-Uterine Progestogen-Only Device	April 2016
6177	2938411000001105	11314	86130020	FemSeven 100 patches (Theramex HQ UK Ltd)	Estradiol	100microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
51915	17156111000001101	60	37295020	Progesterone 1.5% cream	Progesterone	15mg/1gram	Cream	Transdermal	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	January 2013
19974	4339811000001101	1459	81042020	Estradiol 50micrograms/24hours / Levonorgestrel 7micrograms/24hours transdermal patches	Estradiol/Levonorgestrel	50microgram/24hour + 7microgram/24hour	Transdermal patch	Transdermal	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
67533	13871811000001103	0	12912020	Estracombi TTS patches (DE Pharmaceuticals)			Not applicable	Route of administration not applicable	06040101	Oestrogens And HRT	September 2016
5986	3411311000001106	1701041	81171020	Cerazette 75microgram tablets (Organon Pharma (UK) Ltd)	Desogestrel	75microgram	Tablet	Oral	06040103/07030201	Progestogen Products Doubling (In House Use)/Oral Progestogen-Only Contraceptives	February 2009
56732	21701011000001107	163	46831020	Aizea 75microgram tablets (Besins Healthcare (UK) Ltd)	Desogestrel	75microgram	Tablet	Oral	06040103/07030201	Progestogen Products Doubling (In House Use)/Oral Progestogen-Only Contraceptives	August 2013
